,train_loss,val_loss,train_r2,val_r2
0,0.025041816756129265,0.01760178431868553,0.24898061156272888,0.45730963349342346
1,0.013591395691037178,0.007124545052647591,0.5738542079925537,0.7612745761871338
2,0.0087564866989851,0.0047007338143885136,0.7237287759780884,0.8350624442100525
3,0.006469727028161287,0.004356684163212776,0.8024707436561584,0.8436684608459473
4,0.005802263040095568,0.0035787050146609545,0.8242188096046448,0.8709793090820312
5,0.0050162142142653465,0.0032170917838811874,0.8436224460601807,0.8843887448310852
6,0.004650286864489317,0.0024626986123621464,0.8585795164108276,0.9075357913970947
7,0.004627563059329987,0.0038666734471917152,0.8597909808158875,0.8677845001220703
8,0.004101010039448738,0.0022521514911204576,0.8747971653938293,0.9157413840293884
9,0.004042563959956169,0.0023435144685208797,0.8781169652938843,0.9084243178367615
10,0.003672858001664281,0.002053947187960148,0.8905110955238342,0.9243069291114807
11,0.003812283044680953,0.0022082326468080282,0.8862469792366028,0.9172689318656921
12,0.003452273551374674,0.0019616165664047003,0.8970704078674316,0.9257814884185791
13,0.00350264017470181,0.0018182506319135427,0.8950031995773315,0.9279999136924744
14,0.0030632424168288708,0.002246747026219964,0.909069836139679,0.9188584685325623
15,0.0031005805358290672,0.0013038832694292068,0.907140851020813,0.9454801082611084
16,0.00295330211520195,0.0015928236534819007,0.9140040278434753,0.9376464486122131
17,0.0029029580764472485,0.0019298717379570007,0.9144022464752197,0.927125871181488
18,0.0030668633989989758,0.0014818761264905334,0.9092519879341125,0.9401569962501526
19,0.0028713131323456764,0.001139262574724853,0.9149667620658875,0.954450786113739
20,0.002983295591548085,0.0012544157216325402,0.9132952094078064,0.9501913189888
21,0.002694479189813137,0.001332004670985043,0.9196921586990356,0.9481305480003357
22,0.0025429122615605593,0.0014341962523758411,0.9241569638252258,0.9447161555290222
23,0.0026444143150001764,0.002105098683387041,0.9229812622070312,0.9276792407035828
24,0.002733477158471942,0.001630675164051354,0.9193442463874817,0.940041720867157
25,0.002431602915748954,0.001150760566815734,0.9275062680244446,0.9578507542610168
26,0.0024588091764599085,0.0010196404764428735,0.9271425008773804,0.9617986083030701
27,0.0023880251683294773,0.0010395267745479941,0.9305740594863892,0.9602048993110657
28,0.0024276217445731163,0.0009578991448506713,0.9287083745002747,0.9627289772033691
29,0.002282612258568406,0.0015167673118412495,0.9336010217666626,0.9451445937156677
30,0.002351249335333705,0.000939126533921808,0.9310418963432312,0.9627418518066406
31,0.0021816035732626915,0.00106942025013268,0.9357076287269592,0.961342990398407
32,0.0023373824078589678,0.0008063896675594151,0.9321816563606262,0.9680706262588501
33,0.0021997475996613503,0.0010659898398444057,0.9359642863273621,0.9590526819229126
34,0.002252462785691023,0.0008730294066481292,0.9347970485687256,0.966550886631012
35,0.002117374213412404,0.0007907357648946345,0.9378734827041626,0.9712364077568054
36,0.0022315047681331635,0.0009785884758457541,0.9357526898384094,0.9666848182678223
37,0.0022235531359910965,0.000791436352301389,0.934635579586029,0.9679962396621704
38,0.0023034827318042517,0.0009776802035048604,0.9328238368034363,0.9625421762466431
39,0.00219435291364789,0.0007903610821813345,0.9370869994163513,0.9714871048927307
